Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	2025	2026	2027	2028	2029	Estimates Start After	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross domestic product, constant prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2023 Notes: Data from 1991 onward refer to united Germany and include FISIM. Data until 1990 are estimates for united Germany derived from available data (excluding FISIM) for the German federation only (West Germany). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1991 Primary domestic currency: Euro Data last updated: 10/2024	1,845.002	1,847.037	1,832.479	1,860.968	1,913.561	1,955.511	2,002.783	2,032.210	2,108.126	2,190.617	2,315.996	2,432.060	2,481.060	2,456.730	2,520.560	2,558.670	2,584.980	2,633.000	2,688.380	2,745.550	2,824.640	2,870.780	2,864.220	2,848.870	2,882.240	2,907.690	3,019.980	3,107.160	3,135.440	2,961.500	3,084.300	3,200.380	3,215.400	3,227.810	3,297.920	3,352.520	3,429.270	3,522.320	3,561.640	3,597.000	3,449.530	3,576.140	3,625.040	3,615.470	3,615.724	3,644.139	3,694.962	3,737.377	3,769.065	3,797.096	2023	
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross domestic product per capita, constant prices	National currency	Units	See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).	24,010.042	23,991.321	23,819.227	24,274.198	25,061.409	25,674.185	26,276.735	26,658.024	27,486.464	28,279.435	29,335.521	30,410.919	30,820.717	30,350.046	31,061.558	31,468.859	31,730.686	32,302.785	33,008.128	33,719.898	34,676.561	35,216.733	35,109.986	34,934.457	35,383.794	35,748.785	37,203.899	38,363.434	38,822.007	36,796.476	38,417.009	39,867.456	39,979.360	40,024.304	40,723.483	41,040.921	41,643.255	42,613.693	42,960.238	43,288.845	41,480.141	42,984.648	43,259.395	42,779.413	42,621.758	42,882.301	43,422.405	43,885.953	44,243.028	44,563.251	2023	
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross domestic product per capita, constant prices	Purchasing power parity; 2017 international dollar	Units	See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).	35,162.310	35,134.893	34,882.865	35,549.162	36,702.020	37,599.420	38,481.844	39,040.236	40,253.472	41,414.766	42,961.385	44,536.288	45,136.431	44,447.141	45,489.138	46,085.624	46,469.065	47,306.895	48,339.858	49,382.234	50,783.251	51,574.323	51,417.994	51,160.934	51,818.981	52,353.505	54,484.495	56,182.615	56,854.188	53,887.831	56,261.076	58,385.231	58,549.112	58,614.931	59,638.868	60,103.751	60,985.859	62,407.049	62,914.558	63,395.798	60,746.981	62,950.306	63,352.670	62,649.743	62,418.861	62,800.421	63,591.394	64,270.254	64,793.184	65,262.145	2023	
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	10,346.809	10,779.998	11,213.700	11,799.500	12,428.699	13,008.214	13,746.320	14,194.172	14,854.697	15,642.284	16,748.409	19,901.780	21,240.936	21,709.895	22,650.429	23,367.073	23,673.116	24,134.217	24,830.071	25,511.945	26,144.672	26,933.235	27,254.240	27,478.081	28,150.485	28,593.594	29,888.726	31,388.242	32,064.583	30,998.624	32,584.769	34,229.746	34,819.121	35,553.792	36,861.573	37,773.949	38,811.882	40,300.398	41,386.036	42,541.249	41,481.223	44,190.478	47,183.248	49,524.784	50,952.511	52,769.688	54,616.467	56,286.050	57,885.818	59,484.627	2023	
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	11,150.445	9,363.773	9,048.007	9,058.272	8,569.045	8,710.650	12,432.393	15,467.993	16,575.159	16,291.592	20,323.326	23,538.989	26,660.209	25,697.119	27,359.713	31,918.986	30,778.982	27,254.373	27,636.064	27,217.026	24,158.215	24,122.365	25,752.683	31,074.334	35,000.560	35,592.675	37,530.238	43,021.966	47,153.994	43,189.389	43,233.452	47,637.891	44,763.540	47,220.321	48,983.250	41,914.927	42,949.139	45,510.535	48,897.189	47,629.100	47,341.768	52,300.607	49,725.343	53,565.041	55,521.345	57,914.356	60,136.009	61,858.949	63,569.266	65,324.335	2023	
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	12,003.464	13,128.892	13,840.176	14,656.853	15,678.333	16,569.585	17,299.890	17,985.846	19,198.780	20,527.236	22,090.714	23,675.121	24,540.969	24,738.950	25,859.594	26,747.917	27,464.266	28,441.571	29,389.265	30,447.833	32,020.940	33,251.964	33,666.354	34,159.366	35,529.052	37,021.162	39,716.227	42,063.619	43,386.427	41,376.370	43,723.628	46,310.615	47,305.297	48,164.520	49,859.442	50,714.424	51,947.703	54,110.278	56,273.259	59,270.690	58,685.778	62,950.306	67,869.332	69,531.553	70,930.357	72,660.471	74,941.003	77,132.710	79,185.471	81,221.332	2023	
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Output gap in percent of potential GDP	Percent of potential GDP	Units	See notes for:  Gross domestic product, constant prices (National currency).	2.360	0.527	-2.187	-2.675	-2.088	-2.263	-2.382	-3.539	-2.655	-1.633	1.174	2.478	2.545	-0.661	-0.326	-0.705	-1.289	-0.976	-0.543	-0.096	1.272	1.545	0.325	-1.410	-1.336	-1.836	0.389	2.330	2.447	-3.870	-1.007	1.328	0.235	-0.843	-0.370	-0.371	0.119	0.972	0.790	0.357	-3.136	-1.070	0.534	-0.379	-1.163	-1.128	-0.495	-0.152	-0.005	0.038	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross domestic product based on purchasing-power-parity (PPP) share of world total	Percent	Units	See notes for:  Gross domestic product, current prices (National currency).	6.966	6.834	6.746	6.681	6.575	6.486	6.433	6.284	6.244	6.263	6.377	6.550	5.997	5.830	5.815	5.695	5.545	5.428	5.400	5.329	5.217	5.176	5.028	4.825	4.644	4.479	4.424	4.327	4.249	4.040	4.004	4.004	3.899	3.790	3.743	3.683	3.652	3.615	3.546	3.532	3.508	3.369	3.301	3.189	3.093	3.020	2.966	2.909	2.846	2.783	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Implied PPP conversion rate	National currency per current international dollar	Units	See notes for:  Gross domestic product, current prices (National currency).	0.862	0.821	0.810	0.805	0.793	0.785	0.795	0.789	0.774	0.762	0.758	0.841	0.866	0.878	0.876	0.874	0.862	0.849	0.845	0.838	0.816	0.810	0.810	0.804	0.792	0.772	0.753	0.746	0.739	0.749	0.745	0.739	0.736	0.738	0.739	0.745	0.747	0.745	0.735	0.718	0.707	0.702	0.695	0.712	0.718	0.726	0.729	0.730	0.731	0.732	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Total investment	Percent of GDP	Units	Source: National Statistics Office Latest actual data: 2023 Notes: Data from 1991 onward refer to united Germany and include FISIM. Data until 1990 are estimates for united Germany derived from available data (excluding FISIM) for the German federation only (West Germany). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1991 Primary domestic currency: Euro Data last updated: 10/2024	30.005	27.247	25.404	26.429	26.170	25.091	25.119	24.654	25.498	26.453	27.348	26.225	25.637	24.153	24.551	24.477	23.460	23.405	24.061	23.758	23.964	22.765	20.152	19.577	19.021	18.736	19.898	20.787	20.899	18.036	19.556	21.293	19.504	19.811	20.158	19.462	19.735	20.513	21.471	21.300	21.667	22.461	23.021	21.673	20.614	20.544	20.943	21.125	21.171	21.159	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Gross national savings	Percent of GDP	Units	Source: National Statistics Office Latest actual data: 2023 Notes: Data from 1991 onward refer to united Germany and include FISIM. Data until 1990 are estimates for united Germany derived from available data (excluding FISIM) for the German federation only (West Germany). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1991 Primary domestic currency: Euro Data last updated: 10/2024	21.462	20.081	20.066	21.012	21.687	22.052	23.593	22.801	23.951	25.256	24.252	24.808	24.459	23.121	23.058	23.235	22.787	22.897	23.353	22.348	22.220	22.400	22.021	20.972	23.481	23.334	25.572	27.533	26.496	23.758	25.186	27.383	26.493	26.240	27.242	27.881	28.189	28.197	29.270	29.330	28.117	29.627	27.185	27.830	27.232	26.913	26.925	26.814	26.778	26.737	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Inflation, average consumer prices	Index	Units	Source: National Statistics Office Latest actual data: 2023 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Harmonized prices: Yes. Until 1995 Consumer Price Index Annual Average, from 1996 and onwards harmonized Consumer Price Index Annual Average. Base year: 2015 Primary domestic currency: Euro Data last updated: 10/2024	48.740	51.822	54.546	56.338	57.687	58.890	58.816	58.959	59.709	61.368	63.017	65.206	68.496	71.562	73.507	74.780	75.733	76.875	77.333	77.833	78.933	80.433	81.500	82.375	83.842	85.458	86.975	88.950	91.400	91.625	92.650	94.950	97.000	98.558	99.317	99.992	100.358	102.067	104.042	105.450	105.842	109.242	118.708	125.867	128.854	131.468	134.035	136.652	139.319	142.077	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Inflation, average consumer prices	Percent change	Units	See notes for:  Inflation, average consumer prices (Index).	5.447	6.324	5.256	3.284	2.396	2.084	-0.125	0.242	1.274	2.778	2.687	3.474	5.046	4.476	2.717	1.733	1.274	1.507	0.596	0.647	1.413	1.900	1.326	1.074	1.780	1.928	1.775	2.271	2.754	0.246	1.119	2.482	2.159	1.607	0.769	0.680	0.367	1.702	1.935	1.354	0.371	3.212	8.666	6.030	2.374	2.028	1.953	1.952	1.952	1.980	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Inflation, end of period consumer prices	Index	Units	Source: National Statistics Office Latest actual data: 2023 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Harmonized prices: Yes. Until 1995 Consumer Price Index Annual Average, from 1996 and onwards harmonized Consumer Price Index Annual Average. Base year: 2015 Primary domestic currency: Euro Data last updated: 10/2024	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	66.980	69.190	72.096	73.899	75.007	76.100	77.200	77.300	78.400	80.000	81.100	81.900	82.800	84.600	86.400	87.600	90.300	91.200	92.000	93.700	95.900	97.900	99.200	99.400	99.600	101.300	102.900	104.800	106.200	105.633	111.367	123.400	127.067	129.600	132.357	134.942	137.576	140.262	143.039	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Inflation, end of period consumer prices	Percent change	Units	See notes for:  Inflation, end of period consumer prices (Index).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3.300	4.200	2.500	1.500	1.457	1.445	0.130	1.423	2.041	1.375	0.986	1.099	2.174	2.128	1.389	3.082	0.997	0.877	1.848	2.348	2.086	1.328	0.202	0.201	1.707	1.579	1.846	1.336	-0.534	5.428	10.805	2.971	1.994	2.127	1.953	1.952	1.952	1.980	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Volume of imports of goods and services	Percent change	Units	Source: Central Bank Latest actual data: 2023 Base year: 2000 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: Yes, from 1991 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 10/2024	3.087	-2.961	-0.758	2.678	5.275	4.034	3.233	4.584	5.467	8.592	10.768	13.420	2.078	-8.207	8.076	6.735	4.076	9.338	8.846	8.483	11.073	1.035	-3.082	4.895	5.969	6.261	11.027	6.254	1.201	-10.106	12.240	6.814	0.035	1.912	3.399	4.869	3.645	4.523	5.139	3.518	-8.744	8.856	7.139	-0.254	-1.088	2.338	3.000	3.300	3.340	3.340	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Volume of Imports of goods	Percent change	Units	Source: Central Bank Latest actual data: 2023 Base year: 2000 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: Yes, from 1991 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 10/2024	3.725	-4.427	-0.447	3.736	6.265	4.542	4.235	5.205	5.918	9.300	11.339	14.011	1.144	-11.071	8.469	7.045	3.960	9.332	10.252	8.179	11.404	0.006	-2.414	6.930	7.083	6.375	12.951	6.788	1.267	-10.634	12.488	7.319	-1.733	1.570	3.763	4.497	3.033	3.942	6.356	3.147	-5.372	7.629	3.461	-3.345	-2.493	2.050	3.000	3.300	3.340	3.340	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Volume of exports of goods and services	Percent change	Units	Source: Central Bank Latest actual data: 2023 Base year: 2000 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: Yes, from 1991 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 10/2024	5.446	7.204	3.747	-0.516	8.833	7.467	-1.204	0.742	5.686	10.263	11.352	14.357	-1.264	-7.703	7.830	6.820	5.935	12.242	6.923	4.725	14.249	5.880	4.025	1.549	9.988	6.879	12.481	8.905	0.882	-14.495	13.751	8.060	3.257	0.649	4.231	4.310	1.810	4.758	2.664	1.915	-10.255	9.800	3.202	0.197	-0.058	1.975	2.900	3.095	2.960	2.950	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Volume of exports of goods	Percent change	Units	Source: Central Bank Latest actual data: 2023 Base year: 2000 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: Yes, from 1991 Trade System: General trade Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 10/2024	5.334	7.236	3.731	-0.487	9.153	7.636	-0.817	1.114	6.428	10.375	7.523	17.836	-1.100	-8.517	9.304	6.870	5.860	11.571	6.897	5.289	14.094	6.299	2.828	1.936	9.277	7.032	12.403	9.372	0.115	-17.152	15.247	8.551	2.712	-0.070	3.568	3.111	1.246	4.814	2.168	1.128	-9.731	10.060	1.691	-0.359	0.235	1.906	2.900	3.095	2.960	2.950	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Unemployment rate	Percent of total labor force	Units	Source: National Statistics Office Latest actual data: 2023 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 10/2024	3.359	4.831	6.734	8.099	8.058	8.124	7.834	7.843	7.735	6.790	6.155	5.470	6.592	7.775	8.425	8.233	8.908	9.658	9.383	8.558	7.950	7.800	8.600	9.708	10.333	11.008	10.042	8.542	7.425	7.225	6.575	5.517	5.083	4.950	4.708	4.367	3.908	3.567	3.208	2.975	3.625	3.575	3.067	3.025	3.352	3.152	3.061	2.982	2.962	2.967	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Employment	Persons	Millions	Source: National Statistics Office Latest actual data: 2023 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 10/2024	34.528	34.491	34.080	33.595	33.649	33.899	34.369	34.617	34.887	35.395	36.446	37.078	36.564	36.172	35.905	35.762	35.523	35.302	35.551	35.932	36.065	36.186	35.873	35.506	35.428	35.667	36.388	37.175	37.613	37.002	37.255	38.147	38.516	38.883	39.233	39.543	40.515	40.938	41.205	41.600	41.198	41.358	42.435	42.924	42.873	42.952	n/a	n/a	n/a	n/a	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2023 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Primary domestic currency: Euro Data last updated: 10/2024	76.843	76.988	76.933	76.664	76.355	76.166	76.219	76.233	76.697	77.463	78.949	79.973	80.500	80.947	81.147	81.308	81.466	81.510	81.446	81.422	81.457	81.518	81.579	81.549	81.457	81.337	81.174	80.993	80.765	80.483	80.285	80.276	80.427	80.646	80.983	81.687	82.349	82.657	82.906	83.093	83.161	83.196	83.798	84.514	84.833	84.980	85.093	85.161	85.190	85.207	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government revenue	National currency	Billions	Source: National Statistics Office. Data of general government gross debt comes from EUROSTAT Latest actual data: 2023 Fiscal assumptions: Projections are based on the latest approved federal budget, draft federal budget (if applicable), EU Stability Programme, and medium-term budget plan. They also take into account data updates from the federal statistical office (Destatis) and the ministry of finance. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: European System of Accounts (ESA) 2010 Basis of recording: Accrual General government includes: Central Government; State Government; Local Government; Social Security Funds;. other refers to special funds Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans Primary domestic currency: Euro Data last updated: 10/2024	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	689.615	764.679	794.517	841.289	870.238	885.563	899.509	923.010	968.416	986.936	977.627	981.788	1,001.289	998.635	1,011.597	1,056.690	1,110.816	1,143.471	1,125.612	1,143.087	1,220.989	1,260.986	1,298.112	1,350.164	1,401.532	1,465.493	1,529.123	1,597.996	1,657.565	1,612.652	1,747.866	1,852.590	1,917.448	1,995.500	2,090.342	2,179.943	2,259.606	2,333.872	2,407.636	2023	,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany	General government revenue	Percent of GDP	Units	See notes for:  General government revenue (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	43.328	44.721	45.211	45.771	45.804	45.918	45.726	45.641	46.620	46.342	44.528	44.158	44.684	43.551	43.496	43.554	43.695	44.155	45.117	43.695	44.435	45.029	45.273	45.229	45.421	45.852	45.904	46.573	46.892	46.749	47.542	46.855	45.811	46.166	46.614	46.906	47.140	47.328	47.502	2023	,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
